AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_3: [propext]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_4: [propext]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_5: [propext]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.normalized_tuple_high_rate_le._simp_1_7: [propext]
AXIOMS Luce.not_mem_retainedCycleLabels._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.not_mem_retainedCycleLabels._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.not_mem_retainedCycleLabels._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.not_mem_retainedCycleLabels._simp_1_5: [propext]
AXIOMS Luce.not_mem_retainedCycleLabels._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.orderTime.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.orderedRemainingRate.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.orderedRemainingRate_eq_surviving_sum._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.orderedRemainingRate_eq_surviving_sum._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.orderedWeights._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_1: [propext]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_2: [propext]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_3: [propext]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_4: [propext]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_5: [propext]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.ordered_gap_eq_normalized_div_rate._simp_1_7: [propext]
AXIOMS Luce.otherSurvivorProbability.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.otherSurvivorProbability_early._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.otherSurvivorProbability_early._simp_1_2: [propext]
AXIOMS Luce.otherSurvivors.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.other_survivors_eq_sum._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointCountSingletonTest._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointCountSingletonTest._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointCountSingletonTest.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointLaplace.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointMeasureOfFin.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.pointMeasure_law_convergence_of_laplace._simp_1_2: [propext]
AXIOMS Luce.pointMeasure_law_convergence_of_laplace._simp_1_3: [propext]
AXIOMS Luce.pointMoment.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.point_indicator_difference_le_count_difference._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.poissonMixture.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.poissonProbabilityMeasure._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.predecessorConstant.eq_1: [propext]
AXIOMS Luce.predecessor_shell_index_le._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.predecessor_shell_index_le._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.predictableChance.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixAgrees.eq_1: [Quot.sound]
AXIOMS Luce.prefixAgrees_decomposeFin._simp_1_2: [propext]
AXIOMS Luce.prefixAgrees_decomposeFin._simp_1_3: [propext]
AXIOMS Luce.prefixAgrees_decomposeFin._simp_1_4: [propext]
AXIOMS Luce.prefixAgrees_decomposeFin._simp_1_5: [propext]
AXIOMS Luce.prefixMass.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixMass_decomposeFin._simp_1_2: [propext]
AXIOMS Luce.prefixMass_decomposeFin._simp_1_3: [propext]
AXIOMS Luce.prefixMass_succ._proof_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixMass_succ._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixMass_succ._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixMass_succ._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.prefixMass_succ._simp_1_4: [propext]
AXIOMS Luce.prefixVector.eq_1: [Quot.sound]
AXIOMS Luce.previousOrderedTime._proof_1: [propext, Quot.sound]
AXIOMS Luce.previousOrderedTime._proof_2: [propext, Quot.sound]
AXIOMS Luce.previousOrderedTime.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.probabilityTotalVariation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileCell.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileD.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileF.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileGapCoefficient.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileGridKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileH.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileLimitKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.profileMeasure.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceCycleVectorLaw._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDraw.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDrawFiltration._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDrawFiltration._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDraw_event_probability._simp_1_1: [propext]
AXIOMS Luce.raceDraw_event_probability._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDraw_event_probability._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDraw_event_probability._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceDraw_fixed_iff_rankOf._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceGapRate.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceGapStart.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceInteriorBernoulli._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceInteriorBernoulli.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceInteriorBernoulli_observation._simp_1_2: [propext, Quot.sound]
AXIOMS Luce.raceInteriorBernoulli_pointMeasure._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.raceNormalizedGaps.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRankPermutation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRankPermutation_apply_eq_iff._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_add_survivors._proof_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_add_survivors._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_add_survivors._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_add_survivors._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_add_survivors._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_eq_iff_raceDraw._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_eq_iff_survivors._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_injective._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_injective._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.raceRank_strict._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rankOf.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rankPermutation._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rankPermutation.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rank_integral_real._simp_1_1: [propext]
AXIOMS Luce.rank_integral_survivors._simp_1_1: [propext]
AXIOMS Luce.rateKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_eq_clock_survivors._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_eq_clock_survivors._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_eq_of_prefix_agreement._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_eq_of_prefix_agreement._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_eq_of_prefix_agreement._simp_1_3: [propext, Quot.sound]
AXIOMS Luce.remaining_rate_lower_pointwise._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.remaining_rate_lower_pointwise._simp_1_1: [propext]
AXIOMS Luce.remaining_rate_lower_pointwise._simp_1_3: [propext]
AXIOMS Luce.removed_survivor_probability_le._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.removed_survivor_probability_le._simp_1_2: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_1: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_2: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_3: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_4: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_5: [propext]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rescaled_gap_error_constant._simp_1_7: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_1: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_2: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_3: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_4: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_5: [propext]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rescaled_prod_exponentialGapMass_taylor._simp_1_7: [propext]
AXIOMS Luce.retainedCycleLabels.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retainedDeepCycleCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retainedMaximumCycleEvent.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retainedMaximumCycleEvent_eq_actual_roots._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retainedMaximumCycleEvent_eq_actual_roots._simp_1_3: [propext]
AXIOMS Luce.retained_labels_complement._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retained_labels_complement._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retained_labels_complement._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retained_labels_complement._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retained_labels_complement._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.retained_maximum_cycle_probability_le_ghost._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.rowMaxRate._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.section3Location._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.section3Location.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.section3UnitWeights._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.section3UnitWeights.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.section4_intensity_tail_tendsto._simp_1_1: [propext]
AXIOMS Luce.section4_intensity_tail_tendsto._simp_1_2: [propext]
AXIOMS Luce.section4_intensity_tail_tendsto._simp_1_3: [propext]
AXIOMS Luce.section4_intensity_test_bound._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.section4_intensity_test_bound._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.section5_sorted_marked_asymptotic._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellCost.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellExpectationCost.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellExpectationCost_le._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.shellExpectationCost_le._simp_1_3: [propext]
AXIOMS Luce.shellExpectationTail_bound._simp_1_1: [propext]
AXIOMS Luce.shellFloor._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellFloor.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellMax._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellMax.congr_simp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellTailCost.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shellTailCost_antitone._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.shellTailCost_eq_sum._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.shellTailCost_eq_sum._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleTailExpectation.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCountAvoiding.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCountAvoiding_expectation_le._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCountAvoiding_expectation_le._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCountAvoiding_expectation_le._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCountAvoiding_expectation_le._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_eq_filter_period_le._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_eq_filter_period_le._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_eq_filter_period_le._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_le_high_add_avoiding._proof_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_le_high_add_avoiding._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_le_high_add_avoiding._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_le_high_add_avoiding._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.shortCycleVertexCount_le_high_add_avoiding._simp_1_5: [propext]
AXIOMS Luce.singleton_cycle_tail_le_fixed._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.singleton_cycle_tail_le_fixed._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sortedMarkedGapIndex_lt_complement._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sortedMarkedGapIndex_strictMono._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.spatial_tail_iff_terminal_index._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.standardGapLaw.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stepProfile.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stepProfile_superlevel_measure_le._simp_1_1: [propext]
AXIOMS Luce.stepProfile_superlevel_measure_le._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stepProfile_superlevel_measure_le._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stoppedMass.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stoppedMass.eq_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stoppedMass.eq_def: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.stoppedProbability.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_beforeRank_probability._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_beforeRank_probability._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_beforeRank_probability._simp_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_fullSurvivorProbability_le_one._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.sum_ghostCountSuccess_probability_le._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_ghostCountSuccess_probability_le._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_cylinder_le._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_cylinder_le._simp_1_2: [propext]
AXIOMS Luce.sum_mass_marked_cylinder_le._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_marked_cylinder_le._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_marked_cylinder_le._simp_1_3: [propext]
AXIOMS Luce.sum_mass_prefix._simp_1_1: [propext, Quot.sound]
AXIOMS Luce.sum_mass_prefix._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_prefix_next._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_mass_prefix_next._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.sum_spatial_tail_le_shells._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.survivalGe.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.survivalGe_sub_le_band._simp_1_1: [propext]
AXIOMS Luce.survivalGe_sub_le_band._simp_1_2: [propext]
AXIOMS Luce.survivalKernel.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.survivingAtRankProbability.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.survivingAtRankProbability_eq._simp_1_1: [propext]
AXIOMS Luce.survivingAtRankProbability_eq._simp_1_2: [propext]
AXIOMS Luce.survivingAtRankProbability_eq._simp_1_3: [propext]
AXIOMS Luce.survivorSet.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.swapClockCopies.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.swapped_rankCylinder_implies_ghost._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.swapped_rankCylinder_implies_ghost._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.symmetricClip.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_antitone._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_antitone._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_eq_terminalFixedPointCount._proof_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_eq_terminalFixedPointCount._proof_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_eq_terminalFixedPointCount._proof_1_3: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_eq_terminalFixedPointCount._proof_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_probability_le_expectation._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.tailFixedPointCount_probability_le_expectation._simp_1_2: [propext]
AXIOMS Luce.tailFixedPointCount_probability_le_expectation._simp_1_3: [propext]
AXIOMS Luce.tendsto_integral_interiorIntensity_full._simp_1_1: [propext]
AXIOMS Luce.tendsto_laplace_finitePoissonLaw_interior_full._simp_1_1: [propext]
AXIOMS Luce.terminalCandidate._proof_1: []
AXIOMS Luce.terminalCandidate.eq_1: []
AXIOMS Luce.terminalCandidate_val_add._proof_1_2: [propext, Quot.sound]
AXIOMS Luce.terminalDepth.eq_1: []
AXIOMS Luce.terminalDepth_add_label._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.terminalDepth_injective._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.terminalDepth_labelOfDepth._proof_1: [propext, Quot.sound]
AXIOMS Luce.terminalDepth_labelOfDepth._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.terminalDepth_pos._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.terminalFixedPointCount.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.terminalIntensityTest._proof_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.terminalIntensityTest._proof_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.terminalShell.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.terminalShellTime.eq_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_1: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_2: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_4: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_5: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_6: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_7: [propext]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_8: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.total_compl_deletedPrefixLabels._simp_1_9: [propext]
AXIOMS Luce.two_candidate_bound_Icc._proof_1_1: [propext, Quot.sound]
AXIOMS Luce.two_candidate_bound_Icc._proof_1_2: [propext, Quot.sound]
